Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Total Tests,Population,continent,Density,day
Chad,7396.0,18.0,193.0,1.0,4874.0,0.0,2329.0,0.0,191341.0,17270935.0,Africa,13.562,18-04-2022
St. Vincent Grenadines,6751.0,0.0,106.0,0.0,6641.0,0.0,4.0,0.0,98713.0,111572.0,North America,284.0,18-04-2022
Vanuatu,6386.0,54.0,7.0,0.0,5445.0,145.0,934.0,5.0,24976.0,320016.0,Australia/Oceania,26.4035,18-04-2022
British Virgin Islands,6162.0,0.0,62.0,0.0,22616.0,0.0,0.0,1.0,102294.0,30592.0,North America,202.6225,18-04-2022
Sao Tome and Principe,5953.0,5.0,73.0,0.0,5875.0,3.0,5.0,0.0,29036.0,226459.0,Africa,236.1815,18-04-2022
Samoa,5947.0,0.0,12.0,0.0,1605.0,0.0,4330.0,3.0,43442.0,200780.0,Australia/Oceania,71.1608,18-04-2022
Turks and Caicos,5936.0,0.0,36.0,0.0,5862.0,0.0,38.0,4.0,447713.0,39657.0,North America,41.0,18-04-2022
Saint Kitts and Nevis,5559.0,0.0,43.0,0.0,5512.0,0.0,4.0,0.0,65141.0,53874.0,North America,206.4023,18-04-2022
St. Barth,4432.0,0.0,6.0,0.0,22616.0,0.0,0.0,0.0,78646.0,9931.0,North America,470.0,18-04-2022
Palau,4190.0,0.0,6.0,0.0,3803.0,0.0,381.0,0.0,42790.0,18249.0,Australia/Oceania,39.7233,18-04-2022
Cook Islands,3941.0,0.0,0.0,0.0,3389.0,0.0,552.0,0.0,14341.0,17593.0,Australia/Oceania,74.4534,18-04-2022
Kiribati,3075.0,1.0,13.0,0.0,2596.0,0.0,466.0,3.0,71203.0,122737.0,Australia/Oceania,152.1813,18-04-2022
Anguilla,2731.0,0.0,9.0,0.0,2716.0,0.0,6.0,4.0,51382.0,15243.0,North America,167.3626,18-04-2022
Saint Pierre Miquelon,2537.0,0.0,1.0,0.0,2449.0,0.0,87.0,1.0,22941.0,5743.0,North America,25.0,18-04-2022
Wallis and Futuna,454.0,0.0,7.0,0.0,438.0,0.0,9.0,0.0,20508.0,10886.0,Australia/Oceania,77.338,18-04-2022
Montserrat,176.0,0.0,2.0,0.0,174.0,0.0,0.0,0.0,9403.0,4997.0,North America,48.6765,18-04-2022
Falkland Islands,128.0,0.0,0.0,0.0,852606.0,0.0,0.0,0.0,8632.0,3662.0,South America,0.2907,18-04-2022
Macao,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,5375.0,665215.0,Asia,22249.6667,18-04-2022
Vatican City,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,9760647.0,805.0,Europe,799.0,18-04-2022
Marshall Islands,14.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,71203.0,59907.0,Australia/Oceania,331.8066,18-04-2022
Western Sahara,10.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,660646.0,623675.0,Africa,2.354,18-04-2022
Niue,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,71203.0,1646.0,Australia/Oceania,6.2385,18-04-2022
Nauru,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,71203.0,10946.0,Australia/Oceania,519.1905,18-04-2022
Saint Helena,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,660646.0,6109.0,Africa,16.0,18-04-2022
Micronesia,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71203.0,117186.0,Australia/Oceania,167.3632,18-04-2022
China,188351.0,3316.0,4648.0,7.0,153319.0,1912.0,30384.0,75.0,160000000.0,1439323776.0,Asia,149.2199,19-04-2022
USA,82441952.0,39149.0,1016685.0,437.0,80279382.0,35289.0,1145885.0,1436.0,997115318.0,334490583.0,North America,36.0,19-04-2022
India,43047594.0,2067.0,522006.0,10.0,42513248.0,1547.0,12340.0,698.0,832506755.0,1404384066.0,Asia,427.8611,19-04-2022
Brazil,30279270.0,18182.0,662266.0,190.0,29298848.0,36365.0,318156.0,8318.0,63776166.0,215274575.0,South America,25.2888,19-04-2022
France,27816299.0,25465.0,144387.0,182.0,25301327.0,168976.0,2370585.0,1541.0,260504402.0,65533058.0,Europe,118.8782,19-04-2022
Germany,23588355.0,130759.0,133533.0,96.0,20347900.0,262100.0,3106922.0,1980.0,122332384.0,84265358.0,Europe,234.893,19-04-2022
UK,21874092.0,23628.0,171878.0,97.0,20499397.0,193061.0,1202817.0,355.0,513744810.0,68526830.0,Europe,281.0,19-04-2022
Russia,18092791.0,8640.0,373948.0,235.0,17407228.0,16763.0,311615.0,2300.0,273400000.0,146046907.0,Europe,8.5275,19-04-2022
S. Korea,16471940.0,118445.0,21354.0,130.0,627507.0,0.0,15823079.0,834.0,15804065.0,51348472.0,Asia,527.0,19-04-2022
Italy,15758594.0,27806.0,161893.0,127.0,14387830.0,35763.0,1208871.0,422.0,209450124.0,60302072.0,Europe,199.9853,19-04-2022
Turkey,15003696.0,4217.0,98610.0,23.0,14780437.0,16561.0,124649.0,975.0,157511562.0,85969774.0,Asia,109.1962,19-04-2022
Spain,11736893.0,10671.0,103721.0,65.0,11220981.0,13991.0,412191.0,345.0,471036328.0,46787320.0,Europe,92.3318,19-04-2022
Vietnam,10489319.0,13500.0,42975.0,18.0,9065694.0,124630.0,1380650.0,1010.0,85711086.0,98912350.0,Asia,298.7619,19-04-2022
Argentina,9060923.0,0.0,128344.0,0.0,8895999.0,0.0,36580.0,412.0,35716069.0,45941005.0,South America,16.5481,19-04-2022
Netherlands,8026480.0,2496.0,22168.0,5.0,7489241.0,76279.0,515071.0,113.0,21107399.0,17203001.0,Europe,411.2652,19-04-2022
Japan,7402533.0,28282.0,29049.0,26.0,6875015.0,45109.0,498469.0,213.0,45879318.0,125780765.0,Asia,332.2966,19-04-2022
Iran,7210788.0,1820.0,140877.0,23.0,6952007.0,3061.0,117904.0,1264.0,50079995.0,85924601.0,Asia,52.1921,19-04-2022
Colombia,6089998.0,207.0,139754.0,3.0,5923443.0,156.0,26801.0,342.0,34287337.0,51857407.0,South America,45.1175,19-04-2022
Indonesia,6041269.0,837.0,155937.0,34.0,5836310.0,2750.0,49022.0,2771.0,94377545.0,278720770.0,Asia,146.5605,19-04-2022
Poland,5985814.0,300.0,115838.0,0.0,5334099.0,0.0,535877.0,268.0,35954670.0,37772127.0,Europe,120.6982,19-04-2022
Mexico,5727832.0,164.0,323949.0,5.0,5029117.0,681.0,374766.0,4798.0,15717303.0,131366835.0,North America,66.9744,19-04-2022
Australia,5457988.0,38608.0,6807.0,21.0,5073532.0,55948.0,377649.0,144.0,68366502.0,26031505.0,Australia/Oceania,3.3891,19-04-2022
Ukraine,4994246.0,1082.0,108268.0,12.0,972314.0,0.0,3913664.0,177.0,19521252.0,43261691.0,Europe,71.5694,19-04-2022
Malaysia,4402234.0,6069.0,35449.0,12.0,4274746.0,10619.0,92039.0,97.0,58043873.0,33111092.0,Asia,100.3046,19-04-2022
Austria,4064839.0,5395.0,16439.0,8.0,3930478.0,12049.0,117922.0,147.0,180759844.0,9098743.0,Europe,108.103,19-04-2022
Thailand,4063844.0,16891.0,27138.0,129.0,3839360.0,24927.0,197346.0,1496.0,17270775.0,70114714.0,Asia,136.5727,19-04-2022
Israel,4040944.0,4260.0,10647.0,0.0,3941841.0,0.0,88456.0,220.0,41373364.0,9326000.0,Asia,429.6048,19-04-2022
Belgium,3972963.0,0.0,31165.0,0.0,3676396.0,11502.0,265402.0,181.0,33313880.0,11680261.0,Europe,382.2156,19-04-2022
Czechia,3883311.0,880.0,40019.0,15.0,3822053.0,4293.0,21239.0,52.0,55031740.0,10744682.0,Europe,139.0,19-04-2022
South Africa,3743582.0,1475.0,100195.0,14.0,3628776.0,807.0,14611.0,175.0,24212994.0,60652262.0,Africa,49.7578,19-04-2022
Portugal,3719485.0,0.0,21993.0,0.0,972314.0,0.0,2725178.0,61.0,40748372.0,10143287.0,Europe,110.1159,19-04-2022
Philippines,3683367.0,158.0,59982.0,6.0,3604570.0,1258.0,18815.0,289.0,29308300.0,112201620.0,Asia,328.6345,19-04-2022
Canada,3654803.0,17093.0,38429.0,110.0,3403872.0,25146.0,212502.0,426.0,60261536.0,38336789.0,North America,3.8447,19-04-2022
Switzerland,3579867.0,1737.0,13813.0,2.0,3293031.0,39322.0,273023.0,92.0,20666182.0,8768356.0,Europe,212.5191,19-04-2022
Peru,3557139.0,755.0,212676.0,22.0,853081.0,0.0,2491382.0,356.0,29453565.0,33797084.0,South America,26.209,19-04-2022
Chile,3532649.0,1120.0,57275.0,5.0,3336320.0,11077.0,139054.0,346.0,36493466.0,19411064.0,South America,25.4598,19-04-2022
Greece,3252248.0,10211.0,28701.0,49.0,3109062.0,10794.0,114485.0,298.0,78246768.0,10331577.0,Europe,78.1623,19-04-2022
Denmark,2952251.0,1702.0,6019.0,11.0,2918738.0,5307.0,27494.0,16.0,127083216.0,5828856.0,Europe,135.4005,19-04-2022
Romania,2884114.0,1524.0,65367.0,20.0,2606660.0,0.0,212087.0,228.0,22513208.0,19007121.0,Europe,79.8324,19-04-2022
Sweden,2497722.0,464.0,18656.0,1.0,2459014.0,592.0,20052.0,24.0,18471631.0,10212427.0,Europe,22.6939,19-04-2022
Iraq,2323508.0,224.0,25200.0,2.0,2294018.0,591.0,4290.0,32.0,18434537.0,41843650.0,Asia,96.1974,19-04-2022
Serbia,1997855.0,987.0,15936.0,3.0,1962295.0,1655.0,19624.0,22.0,9395105.0,8674135.0,Europe,97.928,19-04-2022
Bangladesh,1952412.0,50.0,29126.0,0.0,1891526.0,329.0,31760.0,1283.0,13936400.0,167637653.0,Asia,1137.6682,19-04-2022
Hungary,1884458.0,4978.0,45971.0,106.0,1760777.0,12070.0,77710.0,49.0,11275271.0,9616275.0,Europe,103.262,19-04-2022
Slovakia,1765962.0,704.0,19773.0,14.0,1712337.0,5126.0,33852.0,109.0,7023635.0,5464394.0,Europe,111.3484,19-04-2022
Jordan,1694216.0,0.0,14048.0,0.0,1678941.0,0.0,1227.0,124.0,16670254.0,10385143.0,Asia,115.297,19-04-2022
Georgia,1653460.0,342.0,16794.0,1.0,1634474.0,161.0,2192.0,0.0,16728948.0,3975408.0,Asia,56.9403,19-04-2022
Pakistan,1527411.0,85.0,30364.0,0.0,1493707.0,45.0,3340.0,209.0,27944584.0,228597071.0,Asia,260.2176,19-04-2022
Ireland,1505568.0,778.0,6964.0,32.0,1379221.0,5067.0,119383.0,44.0,11993341.0,5036894.0,Europe,71.4385,19-04-2022
Norway,1420750.0,717.0,2871.0,14.0,972314.0,0.0,445565.0,20.0,11002430.0,5497415.0,Europe,17.0208,19-04-2022
Kazakhstan,1305406.0,10.0,13660.0,0.0,1290896.0,16.0,850.0,24.0,11575012.0,19180263.0,Asia,7.048,19-04-2022
Hong Kong,1199038.0,600.0,9176.0,17.0,627507.0,0.0,562355.0,115.0,44972952.0,7606277.0,Asia,6887.952,19-04-2022
Singapore,1167498.0,4718.0,1317.0,1.0,1099142.0,1842.0,67039.0,9.0,23712995.0,5933021.0,Asia,8371.1915,19-04-2022
Morocco,1164467.0,56.0,16064.0,0.0,1147803.0,63.0,600.0,293.0,11237010.0,37696657.0,Africa,84.588,19-04-2022
Bulgaria,1151011.0,669.0,36816.0,6.0,955364.0,2871.0,158831.0,116.0,9769261.0,6854470.0,Europe,61.7303,19-04-2022
Croatia,1113663.0,116.0,15752.0,10.0,1094448.0,589.0,3463.0,22.0,4745536.0,4059781.0,Europe,71.7264,19-04-2022
Cuba,1100312.0,239.0,8522.0,1.0,1090258.0,420.0,1532.0,23.0,12920253.0,11314193.0,North America,102.8872,19-04-2022
Lebanon,1095811.0,126.0,10365.0,2.0,1077830.0,1299.0,7616.0,186.0,4795578.0,6770526.0,Asia,639.5761,19-04-2022
Lithuania,1050212.0,411.0,9026.0,2.0,1008733.0,1511.0,32453.0,53.0,8186572.0,2654060.0,Europe,40.7612,19-04-2022
Tunisia,1039532.0,864.0,28533.0,24.0,46401.0,0.0,964598.0,29.0,4563397.0,12040832.0,Africa,73.6303,19-04-2022
Slovenia,998308.0,517.0,6564.0,4.0,972314.0,3434.0,19430.0,30.0,2635151.0,2079451.0,Europe,102.5025,19-04-2022
Nepal,978684.0,10.0,11951.0,0.0,966399.0,26.0,334.0,0.0,5603173.0,30078240.0,Asia,205.3633,19-04-2022
Belarus,974961.0,247.0,6910.0,7.0,928536.0,0.0,39515.0,0.0,13044848.0,9443738.0,Europe,45.4374,19-04-2022
Finland,949583.0,0.0,3517.0,0.0,46000.0,0.0,900066.0,29.0,10591416.0,5556187.0,Europe,16.4142,19-04-2022
Bolivia,904029.0,121.0,21904.0,1.0,853081.0,475.0,29044.0,220.0,2693845.0,11959111.0,South America,10.9165,19-04-2022
UAE,895892.0,229.0,2302.0,0.0,878056.0,408.0,15534.0,0.0,152983497.0,10105116.0,Asia,118.0,19-04-2022
Uruguay,895775.0,0.0,7197.0,0.0,886654.0,0.0,1924.0,18.0,6091188.0,3495363.0,South America,19.3114,19-04-2022
Ecuador,866925.0,0.0,35528.0,0.0,853081.0,0.0,0.0,759.0,2470170.0,18124384.0,South America,65.4288,19-04-2022
Costa Rica,847784.0,0.0,8383.0,0.0,829515.0,0.0,9886.0,43.0,4240743.0,5177706.0,North America,101.4159,19-04-2022
New Zealand,839455.0,8306.0,570.0,6.0,785513.0,11105.0,53372.0,0.0,6972596.0,5002100.0,Australia/Oceania,18.1102,19-04-2022
Guatemala,838518.0,910.0,17445.0,11.0,818376.0,984.0,2697.0,5.0,4370594.0,18510908.0,North America,170.6696,19-04-2022
Latvia,813415.0,172.0,5716.0,1.0,798646.0,1392.0,9053.0,11.0,7130453.0,1848736.0,Europe,28.6379,19-04-2022
Azerbaijan,792391.0,26.0,9706.0,0.0,782572.0,39.0,113.0,0.0,6776404.0,10303396.0,Asia,118.94,19-04-2022
Panama,769457.0,479.0,8179.0,0.0,758759.0,262.0,2519.0,9.0,5800865.0,4436796.0,North America,58.965,19-04-2022
Saudi Arabia,752848.0,143.0,9072.0,3.0,739536.0,240.0,4240.0,56.0,41771765.0,35787946.0,Asia,16.6745,19-04-2022
Sri Lanka,662945.0,33.0,16497.0,1.0,642557.0,1.0,3891.0,0.0,6477329.0,21574589.0,Asia,328.8499,19-04-2022
Paraguay,648682.0,236.0,18786.0,5.0,624673.0,0.0,5223.0,6.0,2615453.0,7289961.0,South America,17.9614,19-04-2022
Kuwait,631002.0,114.0,2555.0,0.0,627507.0,229.0,940.0,8.0,7983058.0,4384043.0,Asia,245.8371,19-04-2022
Myanmar,612658.0,56.0,19434.0,0.0,591507.0,134.0,1717.0,0.0,7848897.0,55065254.0,Asia,81.6272,19-04-2022
Palestine,581816.0,0.0,5353.0,0.0,575899.0,0.0,564.0,17.0,3078533.0,5314406.0,Asia,859.4117,19-04-2022
Dominican Republic,578789.0,0.0,4375.0,0.0,574244.0,0.0,170.0,16.0,3255822.0,11043382.0,North America,227.1655,19-04-2022
Estonia,568335.0,691.0,2525.0,3.0,502807.0,554.0,63003.0,4.0,3298904.0,1328138.0,Europe,29.2283,19-04-2022
Bahrain,564176.0,592.0,1474.0,0.0,558931.0,485.0,3771.0,3.0,9683216.0,1807758.0,Asia,2332.0039,19-04-2022
Venezuela,522055.0,6.0,5703.0,1.0,514962.0,51.0,1390.0,230.0,3359014.0,28291169.0,South America,31.9353,19-04-2022
Moldova,516587.0,143.0,11485.0,3.0,503599.0,186.0,1503.0,49.0,3207753.0,4017117.0,Europe,118.5715,19-04-2022
Egypt,515645.0,0.0,24613.0,0.0,442182.0,0.0,48850.0,122.0,3693367.0,105801630.0,Africa,105.8972,19-04-2022
Libya,501862.0,0.0,6429.0,0.0,490900.0,0.0,4533.0,101.0,2476960.0,7039173.0,Africa,4.0015,19-04-2022
Ethiopia,470305.0,17.0,7509.0,0.0,453658.0,12.0,9138.0,21.0,4746224.0,120077815.0,Africa,109.4021,19-04-2022
Mongolia,469399.0,34.0,2177.0,0.0,313256.0,0.0,153966.0,192.0,4030048.0,3373136.0,Asia,2.1597,19-04-2022
Cyprus,464366.0,0.0,993.0,0.0,124370.0,0.0,339003.0,60.0,9477138.0,1223153.0,Asia,132.2438,19-04-2022
Armenia,422784.0,14.0,8622.0,0.0,410485.0,27.0,3677.0,0.0,3020875.0,2973196.0,Asia,99.9215,19-04-2022
Honduras,422239.0,580.0,10892.0,1.0,131100.0,0.0,280247.0,105.0,1263329.0,10187621.0,North America,90.862,19-04-2022
Oman,388922.0,31.0,4257.0,0.0,384002.0,27.0,663.0,7.0,25000000.0,5339867.0,Asia,17.2019,19-04-2022
Bosnia and Herzegovina,376526.0,89.0,15752.0,3.0,192218.0,0.0,168556.0,0.0,1750145.0,3244154.0,Europe,63.4521,19-04-2022
Qatar,363754.0,100.0,677.0,0.0,362094.0,143.0,983.0,1.0,3423078.0,2807805.0,Asia,257.1996,19-04-2022
Réunion,360445.0,0.0,731.0,0.0,342442.0,0.0,17272.0,10.0,1603660.0,906794.0,Africa,358.0,19-04-2022
Kenya,323630.0,12.0,5649.0,0.0,317851.0,40.0,130.0,0.0,3570754.0,55898705.0,Africa,96.8615,19-04-2022
Zambia,318640.0,125.0,3973.0,0.0,313836.0,144.0,831.0,0.0,3402725.0,19308489.0,Africa,25.8702,19-04-2022
North Macedonia,308752.0,133.0,9263.0,1.0,298688.0,156.0,801.0,0.0,1999002.0,2083220.0,Europe,80.9436,19-04-2022
Botswana,305859.0,0.0,2688.0,0.0,303026.0,0.0,145.0,1.0,2026898.0,2436918.0,Africa,4.1944,19-04-2022
Albania,274535.0,15.0,3496.0,0.0,270742.0,84.0,297.0,2.0,1794631.0,2872151.0,Europe,99.7069,19-04-2022
Algeria,265746.0,5.0,6874.0,0.0,178336.0,0.0,80536.0,6.0,230861.0,45273526.0,Africa,19.0408,19-04-2022
Nigeria,255670.0,22.0,3143.0,0.0,249874.0,27.0,2653.0,11.0,5036813.0,215315382.0,Africa,234.6335,19-04-2022
Zimbabwe,247297.0,0.0,5464.0,0.0,241112.0,0.0,721.0,12.0,2229802.0,15251655.0,Africa,39.2352,19-04-2022
Uzbekistan,238321.0,8.0,1637.0,0.0,236321.0,12.0,363.0,23.0,1377915.0,34340695.0,Asia,76.8486,19-04-2022
Montenegro,234336.0,85.0,2709.0,0.0,231004.0,88.0,623.0,6.0,2440882.0,628209.0,Europe,45.4641,19-04-2022
Luxembourg,230991.0,1680.0,1055.0,1.0,218109.0,3553.0,11827.0,2.0,4205548.0,644274.0,Europe,248.4033,19-04-2022
Mozambique,225338.0,6.0,2201.0,0.0,223088.0,9.0,49.0,13.0,1307186.0,32827883.0,Africa,41.2798,19-04-2022
Laos,201460.0,958.0,727.0,5.0,7660.0,0.0,193073.0,0.0,1232128.0,7465244.0,Asia,31.5922,19-04-2022
Kyrgyzstan,200982.0,2.0,2991.0,0.0,196341.0,10.0,1650.0,131.0,1907195.0,6717573.0,Asia,33.6496,19-04-2022
Iceland,183974.0,0.0,112.0,2.0,75685.0,0.0,108177.0,1.0,1953616.0,345223.0,Europe,3.3533,19-04-2022
Maldives,178883.0,0.0,298.0,0.0,163687.0,0.0,14898.0,25.0,2213831.0,557647.0,Asia,1803.2833,19-04-2022
Afghanistan,178515.0,53.0,7679.0,0.0,161605.0,61.0,9231.0,1124.0,937154.0,40503007.0,Asia,62.4847,19-04-2022
Uganda,164058.0,3.0,3596.0,0.0,100205.0,0.0,60257.0,2.0,2610618.0,48334641.0,Africa,200.5086,19-04-2022
El Salvador,162089.0,0.0,4126.0,1.0,150662.0,0.0,7301.0,8.0,1950448.0,6545016.0,North America,311.3155,19-04-2022
Ghana,161114.0,13.0,1445.0,0.0,159640.0,16.0,29.0,1.0,2432376.0,32237999.0,Africa,135.8112,19-04-2022
Namibia,158112.0,38.0,4022.0,0.0,153662.0,0.0,428.0,0.0,997168.0,2623569.0,Africa,3.1902,19-04-2022
Martinique,147519.0,0.0,918.0,0.0,104.0,0.0,146497.0,8.0,828928.0,374742.0,North America,331.6374,19-04-2022
Trinidad and Tobago,142514.0,92.0,3806.0,3.0,132554.0,204.0,6154.0,18.0,690185.0,1407632.0,North America,274.1881,19-04-2022
Brunei,140364.0,182.0,218.0,0.0,139187.0,494.0,959.0,0.0,717784.0,445006.0,Asia,77.2647,19-04-2022
Guadeloupe,140130.0,0.0,854.0,0.0,2250.0,0.0,137026.0,19.0,938039.0,400247.0,North America,245.5737,19-04-2022
Cambodia,136090.0,14.0,3055.0,0.0,132801.0,12.0,234.0,0.0,2942234.0,17134691.0,Asia,94.836,19-04-2022
Rwanda,129758.0,0.0,1458.0,0.0,45522.0,0.0,82778.0,0.0,5206385.0,13528839.0,Africa,516.3818,19-04-2022
Jamaica,129312.0,31.0,2932.0,1.0,82693.0,80.0,43687.0,0.0,971491.0,2984393.0,North America,271.5944,19-04-2022
Cameroon,119780.0,0.0,1927.0,0.0,117791.0,0.0,62.0,13.0,1751774.0,27732591.0,Africa,58.7065,19-04-2022
Angola,99194.0,0.0,1900.0,0.0,97149.0,0.0,145.0,0.0,1499795.0,34701922.0,Africa,28.096,19-04-2022
Malta,89310.0,282.0,677.0,0.0,81503.0,701.0,7130.0,4.0,1861858.0,443656.0,Europe,1405.1677,19-04-2022
DRC,87023.0,0.0,1337.0,0.0,50930.0,0.0,34756.0,0.0,846704.0,94450385.0,Africa,40.0,19-04-2022
Senegal,85972.0,1.0,1965.0,0.0,83986.0,1.0,21.0,1.0,1060269.0,17536316.0,Africa,89.7392,19-04-2022
Malawi,85729.0,1.0,2632.0,0.0,81915.0,0.0,1182.0,67.0,569074.0,20017690.0,Africa,170.3254,19-04-2022
Ivory Coast,81861.0,0.0,797.0,0.0,81026.0,0.0,38.0,0.0,1489194.0,27551385.0,Africa,86.0325,19-04-2022
French Guiana,80035.0,0.0,394.0,0.0,11254.0,0.0,68387.0,2.0,618263.0,312585.0,South America,3.761,19-04-2022
Suriname,79302.0,26.0,1327.0,2.0,49396.0,1.0,28579.0,0.0,235824.0,596077.0,South America,3.6432,19-04-2022
Channel Islands,73304.0,976.0,165.0,0.0,71705.0,1378.0,1434.0,0.0,1252808.0,176743.0,Europe,915.0,19-04-2022
French Polynesia,72621.0,25.0,648.0,0.0,3803.0,0.0,68170.0,7.0,72330.0,283826.0,Australia/Oceania,68.1939,19-04-2022
Eswatini,70107.0,5.0,1395.0,0.0,68682.0,7.0,30.0,11.0,1010640.0,1181749.0,Africa,68.2341,19-04-2022
Barbados,65096.0,302.0,386.0,0.0,61794.0,604.0,2916.0,0.0,633709.0,288007.0,North America,669.8209,19-04-2022
Fiji,64522.0,9.0,862.0,0.0,62672.0,0.0,988.0,0.0,506281.0,908118.0,Australia/Oceania,49.7738,19-04-2022
Madagascar,64121.0,0.0,1391.0,0.0,59370.0,0.0,3360.0,14.0,418849.0,28969458.0,Africa,49.7036,19-04-2022
Guyana,63380.0,9.0,1228.0,0.0,62054.0,5.0,98.0,1.0,585899.0,793372.0,South America,3.6938,19-04-2022
Sudan,62079.0,22.0,4929.0,0.0,46401.0,0.0,10749.0,0.0,562941.0,45688065.0,Africa,24.3851,19-04-2022
New Caledonia,60457.0,72.0,312.0,0.0,60064.0,53.0,81.0,9.0,98964.0,290430.0,Australia/Oceania,15.6616,19-04-2022
Mauritania,58683.0,0.0,982.0,0.0,57693.0,0.0,8.0,0.0,796599.0,4869139.0,Africa,4.756,19-04-2022
Belize,57385.0,54.0,676.0,4.0,56518.0,45.0,191.0,6.0,532846.0,410595.0,North America,17.9478,19-04-2022
Cabo Verde,55993.0,2.0,401.0,0.0,55526.0,1.0,66.0,23.0,400982.0,566838.0,Africa,138.0,19-04-2022
Syria,55782.0,4.0,3150.0,0.0,52036.0,16.0,596.0,0.0,146269.0,18264184.0,Asia,104.5729,19-04-2022
Bhutan,54582.0,1478.0,19.0,1.0,47170.0,2132.0,7393.0,12.0,2258161.0,786875.0,Asia,20.5225,19-04-2022
Gabon,47594.0,0.0,303.0,0.0,47280.0,0.0,11.0,0.0,1591228.0,2320058.0,Africa,8.7105,19-04-2022
Papua New Guinea,43663.0,0.0,649.0,0.0,42954.0,0.0,60.0,7.0,249149.0,9251474.0,Australia/Oceania,20.0764,19-04-2022
Seychelles,41660.0,0.0,164.0,0.0,40675.0,0.0,821.0,0.0,661162.0,99441.0,Africa,219.969,19-04-2022
Curaçao,41652.0,0.0,271.0,0.0,40800.0,0.0,581.0,3.0,494095.0,165299.0,North America,370.0,19-04-2022
Andorra,40709.0,0.0,153.0,0.0,39999.0,0.0,557.0,14.0,249838.0,77487.0,Europe,165.5192,19-04-2022
Burundi,38801.0,23.0,38.0,0.0,773.0,0.0,37990.0,0.0,345742.0,12526676.0,Africa,453.5762,19-04-2022
Taiwan,37705.0,1722.0,856.0,2.0,22300.0,258.0,14549.0,0.0,13884153.0,23894238.0,Asia,660.0336,19-04-2022
Mauritius,37413.0,22.0,985.0,0.0,35417.0,0.0,1011.0,0.0,358675.0,1275560.0,Africa,624.8662,19-04-2022
Mayotte,37038.0,0.0,187.0,0.0,2964.0,0.0,33887.0,0.0,176919.0,284637.0,Africa,765.3984,19-04-2022
Togo,36969.0,2.0,273.0,0.0,36679.0,0.0,17.0,0.0,726574.0,8627209.0,Africa,152.872,19-04-2022
Guinea,36459.0,0.0,440.0,0.0,35976.0,0.0,43.0,8.0,660107.0,13772487.0,Africa,56.3974,19-04-2022
Faeroe Islands,34658.0,0.0,28.0,0.0,7693.0,0.0,26937.0,5.0,778000.0,49197.0,Europe,35.3431,19-04-2022
Aruba,34345.0,0.0,212.0,0.0,34038.0,0.0,95.0,2.0,177885.0,107581.0,North America,597.8278,19-04-2022
Tanzania,33864.0,13.0,803.0,0.0,46401.0,0.0,0.0,7.0,661162.0,62789441.0,Africa,66.9764,19-04-2022
Bahamas,33411.0,0.0,789.0,0.0,32271.0,0.0,351.0,11.0,229817.0,399996.0,North America,28.7252,19-04-2022
Lesotho,32910.0,0.0,697.0,0.0,24155.0,0.0,8058.0,0.0,431221.0,2172765.0,Africa,71.6751,19-04-2022
Mali,30678.0,9.0,730.0,1.0,29766.0,3.0,182.0,0.0,661162.0,21298209.0,Africa,17.3149,19-04-2022
Haiti,30615.0,21.0,835.0,0.0,29312.0,136.0,468.0,0.0,132422.0,11652288.0,North America,420.9111,19-04-2022
Isle of Man,28416.0,0.0,87.0,0.0,26794.0,0.0,1535.0,0.0,150753.0,85842.0,Europe,149.8811,19-04-2022
Benin,26952.0,0.0,163.0,0.0,25506.0,0.0,1283.0,5.0,604310.0,12693448.0,Africa,113.5189,19-04-2022
Somalia,26485.0,0.0,1350.0,0.0,13182.0,0.0,11953.0,0.0,400466.0,16689456.0,Africa,26.412,19-04-2022
Congo,24079.0,0.0,385.0,0.0,20178.0,0.0,3516.0,0.0,347815.0,5762016.0,Africa,16.0,19-04-2022
Saint Lucia,23111.0,17.0,367.0,0.0,22669.0,53.0,75.0,1.0,141830.0,185135.0,North America,300.5081,19-04-2022
Timor-Leste,22853.0,0.0,130.0,0.0,22704.0,0.0,19.0,0.0,260287.0,1363554.0,Asia,92.0686,19-04-2022
Cayman Islands,21406.0,0.0,26.0,0.0,8553.0,0.0,12827.0,1.0,222773.0,67109.0,North America,254.8371,19-04-2022
Burkina Faso,20853.0,0.0,382.0,0.0,20439.0,0.0,32.0,0.0,248995.0,21932570.0,Africa,80.9726,19-04-2022
Nicaragua,18491.0,0.0,225.0,0.0,4225.0,0.0,14041.0,0.0,338765.0,6766171.0,North America,51.9977,19-04-2022
Gibraltar,17494.0,0.0,101.0,0.0,16579.0,0.0,814.0,0.0,534283.0,33673.0,Europe,5617.3333,19-04-2022
